wind_speed_max,wind_speed_mean,wind_direction_mean,air_temp,barometric_pressure,depth,water_temperature,specific_conductivity,pH,turbidity,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,chlorophylla,phycocyanin,flourescent_dissolved_organic_matter,log_phyco,sqrt_phyco,sqrt_turb,sqrt_DOsat,sqrt_DO,sqrt_chlorophyll
4.6,3.471,146.6,24.59,1016.688,1.109,26.93,267.4,9.8,15.74,127,10.13,2.769,3.09,1.783,1.40854497,1.757839583,3.967366885,11.26942767,3.182766093,1.66403125
4.2,3.064,147.8,24.62,1016.614,1.108,26.92,266.7,9.79,18.77,125.6,10.02,3.219,3.035,1.772,1.395006302,1.742125139,4.332435804,11.20714058,3.165438358,1.794157184
3.05,2.025,136.5,24.71,1016.545,1.109,26.9,267.1,9.78,13.66,124.2,9.91,3.66,2.939,1.73,1.370926884,1.714351189,3.695943723,11.14450537,3.148015248,1.913112647
2.85,1.958,146.8,24.84,1016.37,1.107,26.88,270,9.76,22.61,122,9.73,2.575,2.915,1.736,1.364815329,1.707337108,4.754997371,11.04536102,3.119294792,1.604680654
2.6,1.962,151.7,24.84,1016.288,1.103,26.86,270.2,9.76,54.38,121,9.66,2.382,2.917,1.711,1.365326055,1.707922715,7.374279626,11,3.108054054,1.54337293
2.95,2.361,159.9,24.74,1016.315,1.107,26.84,268.8,9.75,13.98,120.3,9.6,2.683,3.008,1.667,1.388292364,1.734358671,3.738983819,10.96813567,3.098386677,1.637986569
3.05,2.022,154.3,24.69,1016.277,1.103,26.83,268.3,9.75,13.08,119.3,9.53,2.595,2.974,1.711,1.379773144,1.724528921,3.616628264,10.92245394,3.087069808,1.610900369
2.05,1.251,150.7,24.8,1016.221,1.107,26.83,269.4,9.74,16.67,118.6,9.47,2.994,2.84,1.638,1.345472367,1.685229955,4.082891133,10.89036271,3.077336511,1.73031789
1.9,1.136,154.7,24.89,1016.364,1.102,26.82,269.5,9.74,13.01,117.9,9.42,2.835,2.905,1.657,1.362257783,1.704406055,3.606937759,10.85817664,3.069201851,1.683745824
2.15,1.4,177.8,24.9,1016.438,1.108,26.8,270.3,9.73,14.77,116.4,9.31,2.43,2.928,1.772,1.36813039,1.711139971,3.84317577,10.78888317,3.05122926,1.558845727
3.35,2.131,185.8,24.82,1016.509,1.109,26.81,269.3,9.72,15.36,116,9.27,2.8,2.946,1.73,1.372702408,1.716391564,3.919183588,10.77032961,3.04466747,1.673320053
3.15,2.394,198.2,24.58,1016.408,1.107,26.82,266.2,9.73,13.61,116.6,9.32,2.552,2.947,1.762,1.372955797,1.716682848,3.689173349,10.79814799,3.052867504,1.597498044
3.15,2.516,201.8,24.48,1016.249,1.103,26.83,265.5,9.72,12.89,117,9.35,2.585,2.895,1.756,1.359693679,1.701469953,3.590264614,10.81665383,3.05777697,1.607793519
4.05,2.991,201.4,24.32,1016.263,1.108,26.82,270,9.72,18.46,117.2,9.37,2.542,2.945,1.727,1.372448954,1.71610023,4.296510212,10.82589488,3.061045573,1.594365077
3.5,2.434,225.6,24.13,1016.272,1.109,26.82,269.4,9.72,14.53,116.7,9.32,2.448,2.973,1.732,1.379521477,1.724238963,3.811823711,10.80277742,3.052867504,1.564608577
3.05,2.282,253.1,24.07,1016.073,1.107,26.83,267.4,9.71,11.35,116.5,9.31,2.491,3.001,1.778,1.38654433,1.732339459,3.368976106,10.79351657,3.05122926,1.578290214
3.3,2.108,285.4,23.81,1016.142,1.103,26.83,267.1,9.71,16.52,116.4,9.3,2.652,3.073,1.815,1.404379829,1.752997433,4.064480287,10.78888317,3.049590136,1.628496239
2.55,1.591,266.9,23.86,1016.214,1.108,26.83,267.9,9.72,12.38,116.1,9.28,2.725,3.038,1.838,1.39574952,1.742985944,3.518522417,10.774971,3.046309242,1.650757402
2.7,1.94,293.2,23.8,1016.142,1.109,26.83,268.2,9.7,15.88,115.3,9.21,3.428,3.041,1.846,1.396492186,1.743846324,3.984971769,10.73778376,3.034798181,1.85148589
2.8,1.801,269.4,23.86,1016.548,1.11,26.83,269,9.71,24.18,115.2,9.2,3.018,3.075,1.842,1.404870747,1.753567792,4.917316341,10.73312629,3.033150178,1.737239189
2.8,1.736,268.5,23.94,1016.653,1.11,26.82,266.4,9.69,12.73,113.9,9.1,2.847,2.905,1.841,1.362257783,1.704406055,3.567912555,10.6723943,3.016620626,1.687305544
2.8,1.943,268.5,24,1016.629,1.112,26.82,265.4,9.68,12.86,112.9,9.02,3.703,2.869,1.8,1.352996076,1.693812268,3.586084215,10.62544117,3.003331484,1.924318061
3.4,2.688,285.6,23.75,1016.661,1.117,26.81,265,9.68,15.71,112.8,9.01,4.519,3.011,1.763,1.389040587,1.735223329,3.963584237,10.62073444,3.001666204,2.125793969
4.05,3.362,302.9,23.18,1016.698,1.111,26.81,265.7,9.67,19.6,112.7,9,2.884,2.935,1.742,1.369910882,1.71318417,4.427188724,10.61602562,3,1.698234377
4.25,3.582,315.7,22.76,1016.668,1.112,26.8,266.1,9.67,12.18,112,8.95,2.785,2.866,1.76,1.352220381,1.69292646,3.489985673,10.58300524,2.99165506,1.668831927
5.05,4.126,319.5,22.66,1016.797,1.118,26.78,268.1,9.66,13.68,111.7,8.93,2.563,2.999,1.767,1.38604433,1.731762108,3.698648402,10.56882207,2.988310559,1.600937226
6.2,5.222,330.3,22.34,1017.033,1.12,26.77,268.2,9.66,11.37,112.6,9,2.96,3.024,1.771,1.392276433,1.73896521,3.37194306,10.61131472,3,1.720465053
5.8,4.633,339.6,22.26,1017.271,1.12,26.76,268,9.67,12.52,112.9,9.03,2.895,2.779,1.802,1.329459424,1.667033293,3.538361203,10.62544117,3.00499584,1.701469953
4.05,3.465,339.4,22.6,1017.408,1.12,26.74,268.8,9.66,13.61,112.8,9.03,2.726,2.787,1.816,1.331574149,1.669431041,3.689173349,10.62073444,3.00499584,1.651060265
4.35,3.612,343.6,23.01,1017.641,1.12,26.74,265.3,9.66,16.74,112.4,9,2.729,2.665,1.786,1.298828335,1.632482772,4.091454509,10.60188662,3,1.651968523
3.75,3.159,341.7,23.8,1017.647,1.121,26.73,265.4,9.65,13.99,111.6,8.93,2.702,2.703,1.795,1.309143302,1.64408029,3.740320842,10.56409012,2.988310559,1.64377614
4.3,3.581,345.8,24.34,1017.848,1.121,26.72,264.6,9.65,14.49,110.8,8.87,2.347,2.693,1.775,1.306439136,1.641036258,3.806573262,10.52615789,2.978254522,1.531992167
4.85,3.703,342.5,24.6,1018.061,1.123,26.72,262.7,9.65,13.21,110.2,8.82,2.184,2.701,1.759,1.308603053,1.643471935,3.634556369,10.49761878,2.969848481,1.477836256
4.15,3.204,352.5,24.79,1018.398,1.128,26.71,265.1,9.65,12.82,110.4,8.84,2.244,2.865,1.774,1.351961682,1.692631088,3.580502758,10.50714043,2.973213749,1.497998665
3.65,2.555,358,25.45,1018.581,1.13,26.7,267.6,9.65,15.18,110.7,8.86,2.101,2.822,1.756,1.340773846,1.679880948,3.896151948,10.52140675,2.976575213,1.449482666
3.4,2.53,33.06,25.77,1018.554,1.13,26.69,267.2,9.66,14.4,111.1,8.89,2.324,2.892,1.676,1.358923164,1.700588134,3.794733192,10.54039847,2.981610303,1.52446712
3.35,2.565,63.71,25.33,1018.943,1.131,26.71,267,9.67,13.21,113.4,9.07,2.26,3.001,1.647,1.38654433,1.732339459,3.634556369,10.64894361,3.011644069,1.503329638
1.9,1.346,49.22,27.05,1019.038,1.14,29.4,271.1,9.72,12.93,126.5,9.65,1.525,1.488,0.676,0.911479175,1.219836055,3.595830919,11.24722188,3.106444913,1.234908904
2.1,1.349,55.86,28.04,1019.049,1.139,28.91,267.7,9.72,12.67,125,9.62,1.725,1.657,0.843,0.977197667,1.28724512,3.559494346,11.18033989,3.101612484,1.313392554
2.5,1.563,80.2,27.39,1018.973,1.138,28.5,265.4,9.72,13.86,125.8,9.75,2.182,2.151,0.829,1.147719863,1.466628787,3.722902094,11.21605991,3.122498999,1.477159436
3,2.125,119.6,26.09,1018.8,1.139,28.44,266.8,9.75,12.33,129.6,10.06,2.201,2.437,0.865,1.234598998,1.561089363,3.511409973,11.38419958,3.171750305,1.483576759
2.75,1.797,113.2,26.06,1019.277,1.14,28.27,265.6,9.77,13.33,130,10.12,2.52,2.495,0.924,1.251333376,1.5795569,3.651027253,11.40175425,3.181194744,1.587450787
3.4,2.518,133.1,25.77,1019.118,1.14,28.19,265.6,9.78,14.64,132.1,10.3,2.815,2.742,0.953,1.319620228,1.655898548,3.826225294,11.49347641,3.209361307,1.677796174
3.1,2.413,128.7,25.63,1018.92,1.14,28.1,266.2,9.79,17.45,132.9,10.37,3.056,2.847,1.005,1.347293624,1.687305544,4.177319715,11.52822623,3.220248438,1.748141871
3.25,2.448,120.4,25.93,1018.944,1.141,28.07,268.6,9.81,20.89,134.3,10.49,3.871,2.792,1.08,1.332893584,1.670927886,4.570557953,11.58878768,3.238826948,1.967485705
3.75,3.033,121.5,26.13,1018.919,1.141,28.01,268,9.83,14.62,136.4,10.67,5.052,2.93,1.117,1.368639426,1.711724277,3.823610859,11.67904106,3.266496594,2.247665456
4.6,3.769,122.9,26.06,1019.123,1.14,28.01,266.4,9.86,13.79,139,10.88,3.145,2.865,1.087,1.351961682,1.692631088,3.713488926,11.78982612,3.2984845,1.773414785
4.95,4.184,131.7,25.89,1019.129,1.14,27.94,264.5,9.84,14.41,136.1,10.66,3.381,2.927,1.032,1.367875776,1.710847743,3.796050579,11.66619047,3.264965543,1.838749575
4.6,3.952,129.5,26.01,1018.977,1.14,28.16,264,9.88,15.37,141.5,11.04,3.223,2.748,0.998,1.321222364,1.657709263,3.920459157,11.89537725,3.322649545,1.795271567
4.35,3.642,131.5,26.29,1018.921,1.141,28.33,265.5,9.92,21.1,146.1,11.36,2.946,3.009,0.97,1.388541834,1.734646938,4.593473631,12.08718329,3.370459909,1.716391564
5.15,4.247,129.5,26.37,1018.553,1.14,28.3,267.3,9.93,14.05,147.3,11.46,3.329,3.127,0.967,1.417550751,1.768332548,3.748332963,12.13672114,3.385262176,1.82455474
5.3,4.404,133,26.28,1018.633,1.14,28.16,265.3,9.94,12.09,147.5,11.51,5.038,3.343,1.045,1.468565354,1.828387268,3.47706773,12.1449578,3.392639091,2.244548952
4.85,4.042,131.1,26.5,1018.659,1.14,28.19,268.2,9.95,16.98,150,11.69,2.875,3.284,1.083,1.454887153,1.812181006,4.120679556,12.24744871,3.419064199,1.695582496
4.6,3.641,127.5,26.87,1018.653,1.137,28.29,268.7,9.99,13,155.7,12.12,3.199,3.247,1.123,1.446212851,1.801943395,3.605551275,12.47798061,3.481379037,1.788574852
4.65,3.949,125,27.19,1018.784,1.133,28.35,269.5,10.03,18.23,160.3,12.46,3.536,3.499,1.253,1.50385515,1.870561413,4.269660408,12.66096363,3.529872519,1.880425484
4.6,3.818,121,27.27,1018.968,1.139,28.43,270.8,10.06,25.45,165.9,12.88,3.385,3.892,1.476,1.587601218,1.972815247,5.044799302,12.88021739,3.588871689,1.839836949
4.6,3.806,118.8,26.91,1019.022,1.139,28.5,268.1,10.08,14.14,168.6,13.07,3.227,3.988,1.658,1.607035028,1.996997747,3.760319135,12.98460627,3.615245497,1.796385259
4.9,4.127,118.1,27.28,1018.91,1.137,28.43,267,10.1,24.93,171.3,13.3,3.233,3.686,1.759,1.54457934,1.919895831,4.992995093,13.08816259,3.646916506,1.798054504
4.35,3.772,119.2,27.55,1018.777,1.13,28.28,268.4,10.09,34.17,169.8,13.22,3.242,3.766,1.792,1.561507379,1.940618458,5.845511098,13.0307329,3.635931793,1.80055547
4.8,4.004,137.4,28.47,1017.728,1.129,28.47,270.6,10.13,30.75,177.4,13.76,3.284,3.88,1.986,1.58514522,1.96977156,5.545268253,13.31915913,3.709447398,1.812181006
4.6,3.687,140.1,28.63,1017.88,1.127,28.56,270.5,10.15,18.37,180.5,13.98,3.684,4.175,2.037,1.643839339,2.043281674,4.286023798,13.43502884,3.738983819,1.919374898
3.95,3.369,140.9,29.16,1017.685,1.12,28.47,268.8,10.15,22.29,179.4,13.92,3.471,4.626,2.03,1.72739871,2.150813799,4.721228654,13.39402852,3.730951621,1.863061996
3.4,2.781,144.5,29.25,1017.59,1.12,28.44,265.3,10.14,23.31,177.7,13.79,3.572,4.253,2.02,1.658799342,2.062280291,4.828043082,13.33041635,3.713488926,1.889973545
3.9,3.263,127.7,29.28,1017.57,1.12,28.5,267.1,10.15,18.33,179.2,13.9,3.534,5.745,2.084,1.90880149,2.396872963,4.281354926,13.38656042,3.728270376,1.879893614
4.85,3.86,128.3,29.39,1017.207,1.12,28.58,268.8,10.15,20.71,179.9,13.93,3.232,3.324,2.053,1.4641809,1.823184028,4.550824101,13.41268057,3.732291521,1.797776404
4.7,3.95,120.2,29.39,1017.047,1.12,28.69,269,10.18,15.96,184.5,14.26,3.429,4.063,2.192,1.621959193,2.015688468,3.994996871,13.58307771,3.776241518,1.851755923
4.7,3.685,124.8,29.49,1017.074,1.118,28.73,269.2,10.18,19.69,184.7,14.27,3.167,3.756,2.209,1.559406979,1.938040247,4.437341546,13.59043781,3.777565354,1.779606698
5.15,4.376,128.7,29.29,1017.154,1.12,28.61,265.1,10.16,14.85,182.1,14.09,3.226,3.695,2.168,1.546498113,1.922238279,3.853569774,13.4944433,3.753664876,1.796106901
5.45,4.472,123.2,29.04,1017.233,1.118,28.45,265,10.13,17.15,176.3,13.68,3.033,3.663,2.079,1.539659018,1.913896549,4.141255848,13.27780102,3.698648402,1.741551033
6.65,5.268,131,28.67,1017.249,1.113,28.42,266.4,10.12,21.94,175.5,13.63,2.883,3.718,2.062,1.551384981,1.928211607,4.684015371,13.2476413,3.691882988,1.697939928
9.85,7.703,155.4,26.92,1017.091,1.12,28.37,268,10.11,20.06,173.7,13.5,2.658,3.554,2.019,1.516005968,1.885205559,4.478839135,13.17952958,3.674234614,1.630337388
10.05,8.43,172.4,25.45,1017.019,1.121,28.23,266,10.07,12.59,167.7,13.07,2.73,3.496,1.869,1.503188113,1.869759343,3.548239,12.94990347,3.615245497,1.652271164
10.2,8.08,184.7,25.23,1017.133,1.117,28.1,264.5,10.04,31.48,161.2,12.59,2.718,3.282,1.766,1.45442019,1.811629101,5.610704056,12.6964562,3.548239,1.6486358
10.55,7.935,184.4,24.75,1017.261,1.108,28.02,262.7,10.01,18.21,158,12.35,3.019,3.291,1.741,1.456519806,1.814111353,4.267317659,12.56980509,3.514256678,1.737526978
8,6.247,196.4,24.63,1017.27,1.103,27.97,261.4,9.98,19.14,154.5,12.09,2.881,3.249,1.705,1.446683661,1.802498266,4.374928571,12.42980289,3.47706773,1.697350877
8,6.518,188.3,24.43,1017.462,1.113,27.92,261.7,9.97,13.31,152.1,11.91,3.222,3.154,1.708,1.424071725,1.77595045,3.648287269,12.33288287,3.451086785,1.794993036
7.65,5.771,193,24.12,1017.646,1.118,27.88,261.2,9.95,12.78,148.8,11.67,2.983,3.077,1.706,1.405361424,1.754137965,3.574912586,12.19836055,3.416138171,1.727136358
6.4,5.123,189,24.12,1017.172,1.113,27.84,259.3,9.94,13.14,147,11.53,2.7,2.964,1.726,1.377253616,1.721627137,3.624913792,12.12435565,3.395585369,1.643167673
5.35,4.138,189.9,24.23,1016.981,1.117,27.81,257.5,9.92,16.29,144.6,11.35,2.939,2.951,1.696,1.373968711,1.71784749,4.036087214,12.02497401,3.368976106,1.714351189
5.2,4.158,206.1,24.47,1016.953,1.113,27.78,259.3,9.91,12.96,143,11.23,3.028,3.025,1.691,1.392524911,1.739252713,3.6,11.95826074,3.351119216,1.740114939
5.45,4.195,201.4,24.72,1016.945,1.119,27.74,260.8,9.91,17.15,141.4,11.11,2.999,2.92,1.728,1.366091654,1.708800749,4.141255848,11.8911732,3.333166662,1.731762108
5.65,4.682,202.6,24.89,1016.888,1.119,27.72,261.4,9.9,16.86,140.3,11.03,2.911,3.003,1.76,1.38704408,1.732916617,4.106093034,11.8448301,3.321144381,1.706165291
6.45,5.026,206.6,24.94,1016.87,1.118,27.69,258.3,9.9,13.59,139.2,10.95,3.011,3.1,1.773,1.410986974,1.760681686,3.686461718,11.79830496,3.309078422,1.735223329
6.05,5.169,208.4,24.91,1016.907,1.119,27.68,259.4,9.89,15.33,138,10.85,3.193,2.974,1.789,1.379773144,1.724528921,3.91535439,11.74734012,3.293933818,1.786896751
5.5,4.696,211.9,25.02,1017.092,1.119,27.65,259.3,9.88,16.73,137.1,10.79,3.415,3.066,1.81,1.402659715,1.750999714,4.090232267,11.70897092,3.284813541,1.847971861
5.75,4.335,197.8,24.98,1017.339,1.12,27.63,258,9.88,16.04,136,10.71,2.715,3.028,1.845,1.393269975,1.740114939,4.004996879,11.66190379,3.272613634,1.647725705
4.95,4.108,199.6,24.88,1017.444,1.12,27.61,262.7,9.87,14.47,134.9,10.63,2.901,3.039,1.826,1.395997137,1.743272784,3.80394532,11.61464593,3.260368077,1.703232221
6.5,4.54,208.7,24.76,1017.55,1.121,27.58,263.8,9.86,14.36,133.1,10.5,2.625,3.022,1.835,1.391779291,1.73839006,3.789459064,11.53689733,3.240370349,1.620185175
5.7,4.823,217.6,24.74,1017.754,1.12,27.58,263.4,9.87,17.81,133.1,10.49,2.634,3.118,1.83,1.415367609,1.765785944,4.220189569,11.53689733,3.238826948,1.622960258
5.95,5.065,215.1,24.73,1017.858,1.12,27.57,263.9,9.87,26.11,132.4,10.44,2.71,3.144,1.863,1.421661505,1.773132821,5.109794516,11.50651989,3.231098884,1.646207763
5.8,4.904,209.7,24.67,1017.977,1.12,27.58,260.2,9.87,18.7,132.6,10.46,2.623,3.179,1.867,1.430071983,1.782975042,4.324349662,11.51520734,3.234192326,1.619567844
6.05,4.972,206.2,24.64,1018.097,1.123,27.57,260.6,9.86,16.76,131.7,10.38,2.458,3.356,1.889,1.471554205,1.831938864,4.093897898,11.47606204,3.221800739,1.567801008
5.55,4.428,200.6,24.63,1018.104,1.127,27.55,266.9,9.86,14.59,131.2,10.35,2.828,3.24,1.927,1.444563269,1.8,3.819685851,11.45425685,3.217141588,1.681665841
4.6,3.939,195.8,24.63,1018.3,1.123,27.53,266.6,9.85,18.06,129.7,10.22,3.662,3.198,1.967,1.434608221,1.788295278,4.249705872,11.38859078,3.196873473,1.913635284
5.65,4.268,185.9,24.58,1018.273,1.129,27.52,265.2,9.84,20.68,129.1,10.18,2.532,3.2,1.967,1.435084525,1.788854382,4.5475268,11.36221809,3.190611227,1.591225942
5.9,4.864,184.9,24.42,1018.24,1.131,27.51,260.5,9.84,17.4,128.9,10.17,2.634,3.245,1.989,1.44574182,1.801388353,4.171330723,11.35341358,3.189043744,1.622960258
6.95,5.191,195.9,24.19,1018.303,1.131,27.5,265.9,9.84,19.54,128,10.1,2.667,3.272,2.002,1.452082102,1.808867049,4.420407221,11.3137085,3.178049716,1.633095221
8,6.262,204.2,24,1018.279,1.13,27.48,264.1,9.84,14.83,127.4,10.05,2.554,3.195,2.014,1.43389334,1.787456293,3.850973903,11.28716085,3.170173497,1.5981239
7.4,6.312,212.3,23.96,1018.04,1.129,27.46,260.8,9.83,20.92,126.8,10.01,2.778,3.204,2.017,1.436036453,1.789972067,4.57383865,11.26055061,3.163858404,1.666733332
7.75,6.203,211.5,24.06,1017.748,1.127,27.44,262.9,9.82,15.94,126.3,9.98,2.934,3.353,2.03,1.470865263,1.831119876,3.992492956,11.23832728,3.1591138,1.712892291
7.55,5.931,220.7,24.36,1017.628,1.121,27.42,262.4,9.82,15.24,125.3,9.91,3.113,3.269,2.094,1.451379608,1.80803761,3.903844259,11.19374826,3.148015248,1.764369576
6.95,5.766,214.5,24.49,1017.267,1.12,27.4,261.6,9.81,14.8,124.1,9.81,3.379,3.204,2.067,1.436036453,1.789972067,3.847076812,11.14001795,3.132091953,1.838205647
6.7,5.464,220.6,24.58,1017.25,1.12,27.38,264.1,9.8,15.67,122.7,9.71,2.623,3.155,2.054,1.424312428,1.776231967,3.958535083,11.0770032,3.11608729,1.619567844
6.3,5.041,226.8,24.62,1017.439,1.12,27.36,264.7,9.79,16.27,121.5,9.61,2.926,3.109,2.053,1.41317969,1.763235662,4.033608806,11.02270384,3.1,1.710555465
6.05,4.658,226,24.64,1017.342,1.121,27.35,263.9,9.79,21.56,121.3,9.6,2.826,3.221,2.082,1.440072067,1.794714462,4.643274706,11.01362792,3.098386677,1.681071087
5.35,4.494,228,24.69,1017.459,1.12,27.33,264.2,9.77,16.16,119.6,9.46,2.624,3.203,2.091,1.435798556,1.789692711,4.019950248,10.93617849,3.0757113,1.619876539
5.5,4.477,234.3,24.7,1017.547,1.12,27.32,262.3,9.76,15.44,119.3,9.45,3.009,3.135,2.085,1.419487328,1.770593121,3.929376541,10.92245394,3.07408523,1.734646938
5.75,4.696,236.7,24.66,1017.483,1.121,27.31,261.6,9.76,20.1,118.5,9.38,2.65,3.099,2.09,1.410743042,1.760397682,4.483302354,10.88577053,3.062678566,1.62788206
6.2,4.866,237.5,24.54,1017.454,1.121,27.29,261,9.76,36.9,117.3,9.3,2.499,3.14,2.077,1.420695788,1.772004515,6.074537019,10.83051245,3.049590136,1.580822571
5.75,4.817,236.4,24.48,1017.371,1.12,27.25,262.6,9.74,13.95,116.4,9.23,2.333,3.214,2.12,1.438412315,1.79276323,3.734969879,10.78888317,3.038091506,1.527416119
6.35,5.016,231.5,24.43,1017.398,1.12,27.2,265.3,9.74,14.91,115.5,9.17,2.581,3.345,2.163,1.469025759,1.828934116,3.861346915,10.74709263,3.028200786,1.606549097
7.35,5.661,228,24.44,1017.234,1.12,27.18,264.7,9.72,12.55,113.8,9.04,2.508,3.385,2.212,1.478189626,1.839836949,3.542597917,10.66770828,3.006659276,1.583666632
6.7,5.547,232.7,24.54,1017.281,1.121,27.16,264.2,9.73,21.24,114.1,9.06,2.574,3.563,2.304,1.517980302,1.887591057,4.608687449,10.68176015,3.009983389,1.604369035
6.2,5.039,237,24.57,1017.178,1.12,27.15,264.6,9.71,30.05,112.5,8.93,2.788,3.435,2.32,1.489527616,1.853375299,5.481788029,10.60660172,2.988310559,1.669730517
5.65,4.517,235.3,24.58,1016.972,1.12,27.13,263.9,9.7,12.13,111,8.81,3.159,3.267,2.292,1.450911004,1.80748444,3.482814953,10.53565375,2.968164416,1.777357589
5.35,4.388,228.4,24.58,1016.75,1.119,27.11,265,9.68,13.22,109,8.66,2.546,3.207,2.245,1.436749805,1.790809873,3.635931793,10.44030651,2.942787794,1.595619002
5.7,4.523,235.9,24.61,1017.027,1.12,27.09,267.7,9.68,13.69,108.7,8.64,2.405,3.117,2.32,1.415124743,1.765502761,3.7,10.42592922,2.939387691,1.550806242
6.35,5.196,228.7,24.64,1017.237,1.12,27.08,266,9.67,14.9,108,8.59,2.304,3.081,2.384,1.406342056,1.755277756,3.860051813,10.39230485,2.930870178,1.517893277
6.65,5.497,219.2,24.66,1017.352,1.12,27.08,264.9,9.68,14.88,108.4,8.62,2.321,3.294,2.41,1.457218699,1.814938015,3.857460304,10.41153207,2.935983651,1.523482852
6.35,5.426,212.4,24.65,1017.506,1.121,27.07,266,9.67,14.04,108,8.59,2.448,3.17,2.439,1.427916036,1.780449381,3.746998799,10.39230485,2.930870178,1.564608577
7.3,5.717,208.3,24.56,1017.394,1.121,27.06,268.8,9.68,17.34,108.4,8.62,2.123,3.19,2.5,1.432700734,1.78605711,4.164132563,10.41153207,2.935983651,1.457051818
6.65,5.314,208.5,24.39,1017.611,1.12,27.06,269.3,9.68,17.17,108.4,8.62,2.293,3.141,2.58,1.420937305,1.772286659,4.143669871,10.41153207,2.935983651,1.514265499
6.3,5.19,212.9,24.53,1017.945,1.122,27.05,270.5,9.67,16.45,107.7,8.57,2.112,3.211,2.655,1.437700149,1.791926338,4.055859958,10.37786105,2.927456234,1.45327217
5.9,4.824,214.5,24.68,1017.978,1.127,27.05,269.4,9.68,16.42,108.7,8.65,2.068,3.291,2.717,1.456519806,1.814111353,4.052159918,10.42592922,2.941088234,1.438054241
5.4,4.277,216.2,25.04,1017.865,1.121,27.05,266.5,9.68,15.66,109.1,8.68,2.267,3.344,2.733,1.468795583,1.828660712,3.957271787,10.44509454,2.946183973,1.505656003
4.6,3.935,217.6,25.44,1017.971,1.12,27.06,266.8,9.69,19.92,109.5,8.71,2.081,3.31,2.758,1.460937904,1.81934054,4.463182721,10.46422477,2.951270913,1.442567156
4.5,3.716,198.9,25.41,1018.077,1.122,27.08,267.4,9.71,17.22,111.1,8.84,2.254,3.354,2.734,1.471094963,1.831392913,4.149698784,10.54039847,2.973213749,1.501332741
4.6,3.718,207.3,25.59,1017.817,1.129,27.1,266.9,9.72,18.45,112.7,8.95,2.049,3.453,2.862,1.493578026,1.858224959,4.295346319,10.61602562,2.99165506,1.431432849
4.2,3.384,202.3,25.84,1017.498,1.127,27.14,267.5,9.76,13.77,115.5,9.17,2.18,3.505,2.79,1.505187891,1.872164523,3.710795063,10.74709263,3.028200786,1.476482306
3.85,3.152,206.2,26.28,1017.434,1.12,27.2,265.5,9.78,20.59,118.6,9.41,2.451,3.521,2.729,1.508733208,1.876432786,4.537620522,10.89036271,3.06757233,1.56556699
4.75,3.621,198.2,26.49,1017.012,1.118,27.23,263.6,9.81,16.29,122,9.67,2.349,3.67,2.688,1.541159072,1.915724406,4.036087214,11.04536102,3.109662361,1.532644773
4.85,3.801,191.9,26.51,1016.635,1.117,27.27,263,9.82,16.32,124.4,9.86,2.74,3.601,2.716,1.526273671,1.897630101,4.039801975,11.15347479,3.140063694,1.655294536
5.65,4.595,198.5,26.54,1016.485,1.111,27.37,263.6,9.85,19.87,127.5,10.08,2.91,3.868,2.647,1.582683175,1.966723163,4.457577818,11.29158979,3.174901573,1.705872211
5.55,4.676,209.3,26.61,1016.084,1.11,27.48,265.7,9.88,13.79,130.9,10.33,2.66,4.394,2.645,1.685287225,2.096187015,3.713488926,11.44115379,3.214031736,1.630950643
5.65,4.764,206,26.77,1016.188,1.11,27.51,265.9,9.89,16.81,132.2,10.44,2.645,3.772,2.536,1.562765504,1.942163742,4.1,11.49782588,3.231098884,1.626345597
5.5,4.396,194.3,26.95,1016.511,1.111,27.59,266.5,9.91,17.66,134.9,10.63,2.72,4.02,2.49,1.613429934,2.004993766,4.202380278,11.61464593,3.260368077,1.64924225
5.3,4.178,190.8,27.3,1016.342,1.111,27.7,263,9.93,15.72,138.1,10.86,3.193,4.367,2.451,1.680269093,2.089736826,3.96484552,11.75159564,3.295451411,1.786896751
4.05,3.374,193.5,27.32,1016.381,1.11,27.75,262.4,9.94,20.94,139.9,11,3.101,4.012,2.431,1.611835037,2.002997753,4.576024475,11.82793304,3.31662479,1.760965644
4.65,3.584,205,27.44,1016.352,1.11,27.83,265.1,9.95,30.11,141.5,11.1,2.991,3.692,2.404,1.545858931,1.92145778,5.487257967,11.89537725,3.33166625,1.72945078
